# filename, bb_left, bb_top, bb_right, bb_bottom, white_bg, orientation
1767.jpg,25,96,455,319,0,left_front
1771.jpg,51,78,599,416,0,front
1778.jpg,38,18,438,258,0,left_front
1782.jpg,59,62,576,367,0,unspecified
1790.jpg,22,132,420,287,1,left_front
1796.jpg,11,38,256,168,0,right_front
1797.jpg,51,127,600,378,0,left_back
1799.jpg,47,29,436,248,0,left_front
1808.jpg,99,93,541,328,0,right_front
1823.jpg,26,25,280,182,0,left_front
1828.jpg,10,36,229,171,0,right_front
1837.jpg,65,146,612,413,0,right_back
1849.jpg,24,15,240,127,0,left_front
1853.jpg,50,44,747,491,0,right
1854.jpg,45,10,468,309,0,left_front
1856.jpg,14,98,536,299,0,left_front
1858.jpg,37,124,560,341,0,left
1861.jpg,41,30,601,441,0,right
1863.jpg,195,99,580,452,0,front
1864.jpg,78,110,410,314,0,left_back
1874.jpg,111,93,594,417,0,right_front
1879.jpg,56,119,585,328,0,unspecified
1881.jpg,21,23,491,299,0,right
1897.jpg,29,10,525,368,0,left_front
1911.jpg,121,133,674,544,0,left_front
1918.jpg,11,16,135,93,0,unspecified
1921.jpg,21,71,614,419,0,right_front
1923.jpg,66,61,272,159,0,right
1929.jpg,28,129,778,499,0,left_back
1954.jpg,28,64,500,349,0,right_back
1955.jpg,38,78,450,360,0,unspecified
1959.jpg,29,18,618,444,0,right
1960.jpg,50,144,471,397,0,right_front
1969.jpg,80,164,953,723,0,left_front
1974.jpg,31,57,408,343,0,unspecified
1991.jpg,94,158,530,421,0,unspecified
1995.jpg,133,72,892,690,0,left_back
1997.jpg,47,158,565,382,0,back
2001.jpg,48,56,560,326,0,left_back
2002.jpg,30,74,619,345,0,left_front
2005.jpg,122,87,603,331,0,right
2010.jpg,33,24,607,349,0,unspecified
2024.jpg,31,72,579,383,0,unspecified
2027.jpg,27,47,248,175,0,left_front
2034.jpg,15,122,472,291,0,right_back
2037.jpg,20,85,476,251,1,right_front
2052.jpg,63,55,368,307,0,left_front
2054.jpg,51,34,212,145,0,right_back
2057.jpg,32,48,607,440,0,right_front
2068.jpg,77,42,555,385,0,right_front
2069.jpg,30,212,1013,542,0,left_front
2071.jpg,19,29,246,170,0,unspecified
2076.jpg,57,135,580,379,0,right_front
2089.jpg,56,77,597,300,0,right_front
2091.jpg,38,88,599,404,1,left_front
2092.jpg,18,22,246,172,0,front
2103.jpg,40,64,236,169,0,left_front
2106.jpg,65,138,625,427,0,right
2124.jpg,61,122,946,652,0,left_front
2129.jpg,116,83,984,676,0,right_front
2139.jpg,91,80,577,410,0,right_front
2141.jpg,70,87,557,339,0,right_front
2142.jpg,19,70,470,336,0,right_front
2148.jpg,66,45,560,385,0,right_back
2176.jpg,12,40,243,180,0,right_front
2178.jpg,60,81,389,243,0,right_front
2179.jpg,17,40,492,326,0,left_front
2184.jpg,15,71,610,334,0,left_front
2199.jpg,133,129,1110,809,0,left_front
2209.jpg,55,76,877,696,0,right_front
2213.jpg,97,33,531,383,0,right_front
2219.jpg,40,16,401,254,0,right_front
2222.jpg,88,33,580,347,0,unspecified
2225.jpg,46,55,665,391,0,front
2226.jpg,10,31,268,135,0,back
2233.jpg,34,79,470,313,0,unspecified
2234.jpg,33,13,426,317,0,right_front
2239.jpg,19,15,602,452,0,right_back
2252.jpg,64,257,656,570,0,unspecified
2258.jpg,82,105,418,280,1,left
2270.jpg,42,12,547,220,0,right_front
2283.jpg,24,103,561,387,0,right_front
2290.jpg,30,85,674,416,0,unspecified
2292.jpg,104,111,518,378,0,left_back
2295.jpg,114,36,522,411,0,right
2304.jpg,57,22,409,226,0,unspecified
2312.jpg,19,108,477,297,1,left_back
2318.jpg,20,103,607,426,0,left_front
2323.jpg,66,70,522,297,0,left_front
2337.jpg,33,130,602,363,1,right_front
2338.jpg,71,129,403,312,0,left_front
2339.jpg,10,13,249,181,0,left_front
2344.jpg,18,39,615,425,0,right_back
2345.jpg,15,82,435,271,0,right_back
2346.jpg,37,67,586,401,0,left_front
2376.jpg,34,25,560,373,0,left_front
2377.jpg,34,39,611,370,0,left_front
2378.jpg,24,79,624,409,0,unspecified
2386.jpg,16,63,432,196,0,left_front
2402.jpg,111,128,1228,691,0,left_back
2406.jpg,31,61,427,260,0,right_front
2409.jpg,15,70,385,236,0,right_front
2412.jpg,40,106,547,372,0,right_front
2414.jpg,10,12,373,242,0,left_front
2416.jpg,85,40,523,310,0,left_back
2444.jpg,15,11,508,353,0,right_back
2472.jpg,17,97,615,444,0,left_front
2475.jpg,46,48,431,303,0,left_front
2479.jpg,188,126,575,416,0,left_back
2496.jpg,19,45,602,322,0,right_front
2503.jpg,59,73,601,410,0,unspecified
2506.jpg,32,141,607,353,0,left_front
2513.jpg,25,69,458,337,0,left
2524.jpg,66,35,360,310,0,left
2535.jpg,54,80,582,401,0,unspecified
2542.jpg,81,57,724,495,0,unspecified
2545.jpg,163,73,497,410,0,right_front
2549.jpg,33,102,573,453,0,left_front
2553.jpg,15,26,476,300,0,left_front
2571.jpg,63,92,468,305,0,right_front
2582.jpg,36,20,295,222,0,left_back
2594.jpg,13,11,283,210,0,left_front
2595.jpg,55,149,531,359,0,left_back
2606.jpg,50,36,553,381,0,left
2610.jpg,17,44,247,156,0,left_front
2617.jpg,51,63,466,294,0,left
2626.jpg,70,33,700,552,0,left_front
2628.jpg,8,52,283,190,0,left_back
2632.jpg,14,14,433,305,0,right_front
2636.jpg,9,69,287,162,0,right_front
2637.jpg,56,143,600,401,0,front
2644.jpg,162,243,829,633,0,left
2652.jpg,101,185,976,594,0,left_front
2654.jpg,14,7,279,162,0,right_front
2659.jpg,53,53,362,244,0,right
2660.jpg,36,75,626,348,0,right_front
2669.jpg,18,105,582,371,0,unspecified
2670.jpg,29,147,603,356,0,front
2687.jpg,39,122,618,360,0,left_front
2699.jpg,74,29,567,467,0,left_front
2708.jpg,37,23,483,292,0,left_front
2710.jpg,43,24,551,332,0,right_front
2712.jpg,48,26,242,167,0,left_front
2727.jpg,22,24,775,573,0,left_front
2738.jpg,30,57,478,317,0,left_front
2740.jpg,40,21,569,404,0,front
2747.jpg,47,31,588,445,0,back
2749.jpg,36,149,1001,623,0,left_front
2756.jpg,205,89,713,327,0,left_front
2760.jpg,25,37,249,160,0,right_front
2788.jpg,48,100,445,298,0,left_front
2803.jpg,39,13,504,208,0,right_front
2809.jpg,28,85,482,330,0,left_front
2823.jpg,41,107,988,608,0,left_front
2827.jpg,27,123,613,456,0,left_front
2844.jpg,89,96,557,401,0,left_front
2852.jpg,160,250,1429,895,0,left_front
2861.jpg,13,12,267,146,0,left_front
2873.jpg,67,135,571,315,0,unspecified
2879.jpg,108,161,620,404,0,left_front
2881.jpg,7,12,245,187,0,front
2884.jpg,43,104,572,342,0,left
2899.jpg,67,85,541,307,0,front
2903.jpg,82,29,388,256,0,right_front
2946.jpg,37,90,547,377,0,left_front
2982.jpg,68,36,627,415,0,left_back
2984.jpg,38,85,654,500,0,left_front
2985.jpg,29,34,235,164,0,left
3000.jpg,38,7,252,175,0,left
3011.jpg,53,134,551,382,0,left_front
3019.jpg,30,36,376,296,0,right_front
3024.jpg,55,237,799,540,0,unspecified
3026.jpg,30,24,229,178,0,front
3030.jpg,37,10,434,278,0,left_front
3037.jpg,102,193,567,441,0,right_front
3043.jpg,48,19,514,259,0,left_front
3052.jpg,92,83,586,383,0,left_back
3082.jpg,71,87,554,363,0,unspecified
3091.jpg,83,54,535,332,0,front
3101.jpg,43,26,467,324,0,left_front
3102.jpg,9,34,248,183,0,left_front
3122.jpg,530,133,1613,900,0,right_back
3123.jpg,153,174,606,428,0,unspecified
3136.jpg,47,117,609,380,0,unspecified
3141.jpg,24,36,233,170,0,left_front
3145.jpg,21,29,464,343,0,right_front
3149.jpg,31,48,466,338,0,right_front
3157.jpg,31,18,499,318,0,left_front
3163.jpg,17,76,451,275,0,unspecified
3182.jpg,71,88,415,268,0,right_back
3190.jpg,187,15,611,345,0,left_front
3200.jpg,54,115,605,333,0,left_front
3203.jpg,36,62,581,405,0,front
3204.jpg,53,26,439,263,0,left_front
3205.jpg,57,155,986,725,0,right_front
3209.jpg,71,82,539,294,0,right_front
3210.jpg,30,103,618,385,0,left_front
3213.jpg,97,122,936,725,0,right_front
3220.jpg,25,17,614,433,0,left_back
3228.jpg,92,82,506,306,0,unspecified
3235.jpg,14,38,252,161,0,left_front
3238.jpg,84,61,549,397,0,left_front
3242.jpg,26,39,402,250,0,unspecified
3247.jpg,29,43,487,286,0,left_front
3254.jpg,47,195,951,604,0,front
3257.jpg,30,42,406,277,0,left_front
3259.jpg,87,288,1555,930,0,unspecified
3272.jpg,69,107,597,356,0,left_front
3276.jpg,37,19,500,270,0,right_front
3289.jpg,20,92,614,373,0,unspecified
3290.jpg,114,171,599,456,0,left_front
3316.jpg,50,85,586,363,0,left_front
3326.jpg,18,81,485,334,0,right_front
3339.jpg,42,55,617,425,0,left_front
3353.jpg,32,77,623,271,0,left_front
3358.jpg,33,27,480,326,0,left_front
3363.jpg,17,92,377,274,0,left_front
3371.jpg,50,30,589,459,0,left_back
3375.jpg,55,23,601,425,0,front
3377.jpg,68,129,571,349,0,left_back
3392.jpg,13,19,625,380,0,right_front
3413.jpg,121,113,483,428,0,left_front
3423.jpg,194,167,655,429,0,back
3426.jpg,26,73,613,408,0,right_front
3433.jpg,60,206,616,434,0,left_front
3447.jpg,33,139,605,429,0,left_front
3454.jpg,95,139,566,356,0,left
3456.jpg,63,139,560,383,0,left_front
3457.jpg,44,54,596,298,0,right_front
3461.jpg,59,35,566,369,0,left_back
3470.jpg,34,63,858,545,0,left_front
3474.jpg,36,95,560,413,0,left_front
3475.jpg,19,36,618,470,0,right_front
3482.jpg,10,45,258,164,1,right_front
3487.jpg,32,31,776,360,0,left_front
3489.jpg,45,30,1003,581,0,left_front
3490.jpg,107,14,701,286,0,right_front
3505.jpg,22,24,502,300,0,front
3507.jpg,17,63,571,326,0,left_front
3509.jpg,34,23,260,177,0,right_front
3520.jpg,43,48,611,306,0,left_back
3529.jpg,37,157,561,402,0,left_front
3533.jpg,52,87,904,685,0,unspecified
3535.jpg,11,25,219,135,1,left_front
3538.jpg,26,47,443,273,0,front
3541.jpg,27,97,620,385,1,left_front
3554.jpg,13,23,255,173,0,left_front
3556.jpg,25,31,505,306,0,left_front
3558.jpg,41,122,589,438,0,left_front
3573.jpg,22,25,309,226,0,right_back
3578.jpg,136,35,511,344,0,left_front
3590.jpg,25,32,587,359,0,unspecified
3593.jpg,24,38,427,277,0,right_back
3598.jpg,27,51,442,313,0,front
3601.jpg,42,45,650,480,0,left
3605.jpg,13,59,377,266,0,right_front
3608.jpg,45,91,553,346,0,right_front
3616.jpg,24,137,534,339,0,right_front
3618.jpg,77,33,468,288,0,left_front
3620.jpg,82,56,1205,801,0,right
3625.jpg,42,48,471,293,0,right_back
3630.jpg,41,54,540,364,0,right_front
3649.jpg,105,182,914,607,0,left_front
3650.jpg,22,11,465,268,0,right_front
3654.jpg,61,116,529,352,0,right_front
3658.jpg,19,89,624,378,0,front
3671.jpg,40,340,763,549,0,right_front
3675.jpg,17,32,275,179,0,right_front
3678.jpg,115,37,606,419,0,right
3679.jpg,87,101,629,375,0,right_back
3686.jpg,152,94,665,414,0,right
3701.jpg,37,59,414,307,0,unspecified
3710.jpg,27,80,496,349,0,right_front
3716.jpg,77,78,560,446,0,unspecified
3728.jpg,31,71,409,279,0,right_front
3731.jpg,49,18,637,409,0,unspecified
3742.jpg,38,36,375,234,0,unspecified
3758.jpg,30,118,476,325,0,left_front
3763.jpg,10,19,293,150,0,right_back
3764.jpg,52,20,242,181,0,back
3776.jpg,20,65,555,354,0,left_front
3778.jpg,65,121,378,364,0,right_front
3787.jpg,17,45,466,319,1,left_front
3788.jpg,133,107,547,396,0,left_front
3794.jpg,22,57,367,300,0,right_front
3799.jpg,43,40,611,405,0,left_front
3801.jpg,25,78,555,355,0,unspecified
3805.jpg,38,121,587,386,0,left_front
3834.jpg,16,104,398,271,1,front
3838.jpg,14,165,574,387,0,left_front
3840.jpg,21,99,576,429,0,front
3848.jpg,66,62,617,401,0,unspecified
3856.jpg,25,36,748,503,0,left_front
3859.jpg,13,74,483,314,0,right_front
3885.jpg,25,100,504,396,0,left
3898.jpg,25,60,270,166,0,right_front
3900.jpg,17,39,461,231,0,right_back
3906.jpg,39,37,271,203,0,left_front
3909.jpg,26,83,594,361,0,left
3912.jpg,67,101,577,384,0,left_front
3927.jpg,170,37,882,656,0,right
3932.jpg,19,67,287,192,0,back
3944.jpg,37,51,477,313,0,left
3945.jpg,53,134,541,329,0,left_back
3949.jpg,62,51,594,452,0,left
3950.jpg,16,21,273,163,0,right_back
3952.jpg,22,76,232,169,0,right_front
3955.jpg,25,70,418,237,0,left
3958.jpg,36,81,618,354,0,front
3963.jpg,40,113,605,359,0,right_back
3967.jpg,18,97,627,338,0,left_front
3974.jpg,100,73,706,516,0,left_front
3975.jpg,29,135,373,294,0,left_front
3978.jpg,49,82,621,369,0,right
4002.jpg,108,129,754,465,0,left_front
4004.jpg,88,75,543,380,0,right_front
4007.jpg,32,84,511,432,0,left_front
4019.jpg,32,57,598,291,0,left_front
4030.jpg,36,137,499,358,0,left_back
4041.jpg,62,44,845,561,0,right_front
4044.jpg,247,175,1060,758,0,right_front
4047.jpg,136,74,613,257,0,front
4050.jpg,60,101,601,433,0,left
4051.jpg,17,53,230,171,0,left_front
4055.jpg,25,50,476,282,0,left_back
4059.jpg,43,49,570,358,0,left_back
4065.jpg,31,58,215,158,0,left_front
4067.jpg,55,78,534,352,0,right_front
4073.jpg,76,58,580,463,0,right_front
4080.jpg,10,48,257,133,0,right_front
4081.jpg,18,96,600,402,0,left_front
4106.jpg,21,141,573,321,0,left_front
4108.jpg,22,60,543,357,0,right_front
4109.jpg,27,29,613,447,0,left_front
4117.jpg,111,177,920,642,0,back
4125.jpg,19,33,627,428,0,left_front
4133.jpg,19,19,370,230,0,left_front
4140.jpg,57,25,471,299,0,left_front
4141.jpg,20,39,369,259,0,right
4146.jpg,74,83,515,395,0,back
4151.jpg,25,108,613,375,0,left_front
4156.jpg,31,27,282,209,0,right_front
4158.jpg,69,233,1251,743,0,right_front
4164.jpg,68,56,600,446,0,right_front
4169.jpg,31,87,577,365,0,right_back
4174.jpg,166,139,611,353,0,front
4183.jpg,53,30,444,223,0,right_front
4204.jpg,57,59,539,285,0,left_front
4205.jpg,25,107,1003,677,0,left_front
4211.jpg,15,43,497,322,0,front
4212.jpg,119,29,489,343,0,right_front
4214.jpg,32,48,252,163,0,left_front
4215.jpg,44,14,470,354,1,left_back
4220.jpg,27,96,769,344,0,right_front
4233.jpg,77,107,557,302,0,front
4237.jpg,89,28,1184,826,0,unspecified
4254.jpg,57,79,593,419,0,right_front
4261.jpg,9,45,199,181,0,left_front
4262.jpg,85,60,549,360,0,left_front
4267.jpg,59,137,760,417,0,right_back
4299.jpg,20,27,489,334,0,left_front
4300.jpg,110,133,1005,688,0,left_back
4302.jpg,22,68,474,313,0,left_front
4303.jpg,21,52,577,419,0,left_front
4306.jpg,74,38,386,303,0,front
4312.jpg,15,48,291,170,0,left_front
4326.jpg,26,126,615,344,0,left_front
4329.jpg,30,78,488,302,0,left_front
4351.jpg,35,63,580,293,0,right_front
4353.jpg,15,12,530,317,0,left_front
4365.jpg,32,104,617,361,1,left_front
4368.jpg,64,91,502,297,0,right_front
4377.jpg,26,79,493,336,0,left_front
4380.jpg,93,111,565,353,0,right
4381.jpg,56,114,638,448,0,right_back
4383.jpg,76,50,431,340,0,right_front
4384.jpg,19,14,244,182,0,unspecified
4395.jpg,32,92,607,434,0,front
4412.jpg,26,96,529,411,0,left_front
4420.jpg,18,85,581,400,1,front
4423.jpg,25,34,250,165,0,front
4446.jpg,82,243,940,579,0,left_front
4461.jpg,78,222,605,441,0,back
4478.jpg,33,156,483,386,0,right
4481.jpg,22,88,609,437,0,right
4487.jpg,60,117,584,388,0,right_front
4495.jpg,16,100,590,329,0,right
4500.jpg,33,41,490,320,0,right_front
4505.jpg,44,111,576,379,0,left
4506.jpg,27,26,342,181,0,left_back
4508.jpg,21,23,600,322,0,unspecified
4510.jpg,25,52,240,174,0,left_front
4511.jpg,46,59,380,275,0,right_front
4515.jpg,33,54,481,314,0,front
4519.jpg,13,99,627,389,0,left_front
4528.jpg,18,59,583,376,0,left_front
4533.jpg,73,55,510,371,0,left_back
4543.jpg,172,105,713,410,0,right
4549.jpg,24,103,594,394,0,front
4550.jpg,31,71,463,337,0,left_front
4556.jpg,20,37,392,265,0,left_front
4585.jpg,23,50,250,156,0,left_back
4593.jpg,23,221,881,568,0,right
4595.jpg,93,235,919,592,0,right_back
4607.jpg,56,157,625,401,0,left_front
4609.jpg,25,66,576,338,0,left_front
4610.jpg,20,23,428,292,0,right_back
4617.jpg,180,123,601,387,0,right_back
4620.jpg,26,129,617,378,0,left_front
4623.jpg,147,241,838,589,0,left_front
4633.jpg,25,13,624,459,0,right_front
4640.jpg,164,37,519,277,0,back
4645.jpg,38,87,626,376,0,left_front
4648.jpg,92,60,503,297,1,right_front
4665.jpg,38,89,605,414,0,unspecified
4666.jpg,37,42,619,468,0,left_front
4671.jpg,31,36,601,437,0,left_front
4674.jpg,30,230,965,617,0,right
4689.jpg,336,137,976,564,0,right_back
4697.jpg,30,119,566,429,0,right_front
4704.jpg,43,34,425,267,0,right_front
4716.jpg,80,111,458,294,0,left_front
4719.jpg,83,228,936,632,0,left_back
4729.jpg,30,56,418,301,0,left_front
4732.jpg,120,94,693,528,0,left_front
4737.jpg,59,108,528,398,0,right_front
4747.jpg,61,29,500,335,0,left_front
4750.jpg,55,59,506,312,0,left_front
4774.jpg,32,73,601,343,0,left
4778.jpg,30,125,558,342,0,right_front
4782.jpg,43,36,614,404,0,right_front
4785.jpg,52,94,470,304,0,left_front
4790.jpg,49,36,603,401,0,right_back
4812.jpg,23,62,461,310,0,left_front
4826.jpg,62,113,601,393,0,right_front
4827.jpg,29,95,716,391,0,left
4835.jpg,39,62,452,267,0,left_front
4840.jpg,19,61,575,329,0,right_front
4853.jpg,33,178,606,390,0,left_front
4855.jpg,47,88,603,388,0,left_front
4856.jpg,67,298,951,620,0,left_front
4866.jpg,16,8,478,268,0,right
4868.jpg,36,60,618,446,0,left
4870.jpg,69,118,515,355,0,left_front
4876.jpg,46,112,396,292,0,right_front
4877.jpg,20,104,558,321,0,left_front
4894.jpg,25,24,427,281,0,right_front
4901.jpg,29,51,617,431,0,right_front
4903.jpg,142,175,1354,916,0,left_back
4906.jpg,16,4,288,191,0,right_front
4929.jpg,31,132,612,372,0,left_front
4948.jpg,16,47,219,146,0,right_front
4953.jpg,57,73,424,291,0,left_front
4968.jpg,29,74,609,413,0,right_back
4979.jpg,43,66,612,407,0,left_front
4984.jpg,73,108,522,381,0,left_front
4988.jpg,42,34,240,153,0,left
5004.jpg,71,58,535,339,0,right_front
5012.jpg,86,32,554,465,0,front
5015.jpg,96,137,870,459,0,right_front
5019.jpg,20,18,781,515,0,front
5031.jpg,39,83,564,307,0,left_front
5036.jpg,49,77,566,425,0,left_back
